"LOC" "A" "spattemp_cluster" "samplingpair" "prop_forest_500" "prop_grassland_500" "prop_crop_500" "prop_sealed_500" "height"
"Saignelégier, La Theurre (sud-est)" 2010 "2010_1" 34 0.0864 0.7051 0.0521 0.0247 1016.6
"Saignelégier, La Theurre (sud-est)" 2011 "2011_1" 34 0.0864 0.7078 0.0453 0.0247 1016.6
"Schwanden, Sool, Weid, Wald" 2005 "2005_2" 12 0.7346 0.1759 0 0.037 712
"Schwanden, Sool, Weid, Wald" 2006 "2006_4" 12 0.7325 0.1749 0 0.037 712
"Schwanden, Sool, Weid, Wald" 2007 "2007_2" 12 0.7305 0.1739 0 0.037 712
"Schwanden, Sool, Weid, Wiesen" 2005 "2005_2" 12 0.6667 0.2438 0 0.0494 738.5
"Schwanden, Sool, Weid, Wiesen" 2006 "2006_4" 12 0.6667 0.2407 0 0.0494 738.5
"Schwanden, Sool, Weid, Wiesen" 2007 "2007_2" 12 0.6667 0.2377 0 0.0494 738.5
"Sempach, Vogelwarte" 1977 "1977_1" NA 0 0.1605 0.1728 0.0988 504.3
"Sempach, Vogelwarte" 1978 "1978_3" NA 0 0.1605 0.1728 0.0988 504.3
"Sempach, Vogelwarte" 1979 "1979_5" NA 0 0.1605 0.1728 0.0988 504.3
"Sempach, Vogelwarte" 1980 "1980_6" NA 0 0.1605 0.1728 0.0988 504.3
"Seseglio, Càmpora" 1997 "1997_2" NA 0.125 0.375 0.3393 0.067 260.7
"Seseglio, Càmpora" 1998 "1998_4" NA 0.125 0.375 0.3371 0.0692 260.7
"Seseglio, Càmpora" 1999 "1999_6" NA 0.125 0.375 0.3348 0.0714 260.7
"Somazzo, Càmpora, Brücke" 1990 "1990_3" NA 0.8735 0.072 0.0123 0.0247 611.7
"Somazzo, Càmpora, Brücke" 1991 "1991_2" NA 0.8765 0.07 0.0123 0.0247 611.7
"Somazzo, Scereda" 1990 "1990_3" 25 0.9383 0 0 0.0123 937
"Somazzo, Scereda" 1991 "1991_2" 25 0.9383 0 0 0.0123 937
"Somazzo, Scereda" 1994 "1994_2" 25 0.9383 0 0 0.0123 937
"Somazzo, Scereda" 1995 "1995_3" 25 0.9383 0 0 0.0123 937
"Somazzo, Scereda" 1996 "1996_1" 25 0.9383 0 0 0.0115 937
"Somazzo, Scereda" 1997 "1997_2" 25 0.9383 0 0 0.0106 937
"Somazzo, Scereda" 1998 "1998_4" 25 0.9383 0 0 0.0097 937
"Somazzo, Scereda" 1999 "1999_6" 25 0.9383 0 0 0.0088 937
"Somazzo, Torretta-Ostseite" 1985 "1985_5" NA 0.6811 0.1193 0.1029 0.0556 579
"Somazzo, Torretta-Ostseite" 1986 "1986_6" NA 0.6821 0.1173 0.0988 0.0586 579
"Somazzo, Torretta-Ostseite" 1987 "1987_1" NA 0.6831 0.1152 0.0947 0.0617 579
"Somazzo, Torretta, Vetta (Spitze)" 1990 "1990_3" 25 0.5134 0.0772 0.0947 0.1718 613.5
"Somazzo, Torretta, Vetta (Spitze)" 1991 "1991_2" 25 0.5144 0.0741 0.0905 0.177 613.5
"Somazzo, Zoca, Val. Giascia, Nadel-Laubmischwald" 1994 "1994_2" 25 0.9877 0 0 0.0123 1068.7
"Somazzo, Zoca, Val. Giascia, Nadel-Laubmischwald" 1995 "1995_3" 25 0.9877 0 0 0.0123 1068.7
"Somazzo, Zoca, Val. Giascia, Nadel-Laubmischwald" 1996 "1996_1" 25 0.9877 0 0 0.0123 1068.7
"Somazzo, Zoca, Val. Giascia, Nadel-Laubmischwald" 1997 "1997_2" 25 0.9877 0 0 0.0123 1068.7
"Somazzo, Zoca, Val. Giascia, Nadel-Laubmischwald" 1998 "1998_4" 25 0.9877 0 0 0.0123 1068.7
"Somazzo, Zoca, Val. Giascia, Nadel-Laubmischwald" 1999 "1999_6" 25 0.9877 0 0 0.0123 1068.7
"St-Ursanne, Sur les Roches, Gebüsch" 2012 "2012_4" 9 0.5679 0.1481 0.0247 0.1084 552.2
"St-Ursanne, Sur les Roches, Gebüsch" 2013 "2013_3" 9 0.5679 0.1481 0.0247 0.1097 552.2
"St-Ursanne, Sur les Roches, Gebüsch" 2014 "2014_3" 9 0.5679 0.1481 0.0247 0.1111 552.2
"St-Ursanne, Sur les Roches, Wald" 2012 "2012_4" 9 0.5556 0.1852 0.0123 0.096 590.1
"St-Ursanne, Sur les Roches, Wald" 2013 "2013_3" 9 0.5556 0.1852 0.0123 0.0974 590.1
"St-Ursanne, Sur les Roches, Wald" 2014 "2014_3" 9 0.5556 0.1852 0.0123 0.0988 590.1
"Sta Maria Müstair, Umbrailpass, Nordseite, Feldweg" 1988 "1988_6" 23 0 0.8519 0 0.0247 2421.6
"Sta Maria Müstair, Umbrailpass, Nordseite, Feldweg" 1990 "1990_4" 23 0 0.8519 0 0.0247 2421.6
"Sta Maria Müstair, Umbrailpass, Nordseite, Feldweg" 1999 "1999_5" 23 0 0.8519 0 0.0247 2421.6
"Sta Maria Müstair, Umbrailpass, Nordseite, Feldweg" 2000 "2000_4" 23 0 0.8519 0 0.0247 2421.6
"Sta Maria Müstair, Umbrailpass, Nordseite, Feldweg" 2004 "2004_4" 23 0 0.8519 0 0.0247 2421.6
"Sta. Maria Müstair, Rom-Ufer" 1986 "1986_7" 23 0.3251 0.3683 0.1471 0.0123 1381.3
"Sta. Maria Müstair, Rom-Ufer" 1988 "1988_6" 23 0.3333 0.3642 0.1451 0.0123 1381.3
"Sta. Maria Müstair, Rom-Ufer" 1989 "1989_4" 23 0.3374 0.3621 0.144 0.0123 1381.3
"Sta. Maria Müstair, Rom-Ufer" 1990 "1990_4" 23 0.3416 0.3601 0.143 0.0123 1381.3
"Sta. Maria Müstair, Rom-Ufer" 1992 "1992_3" 23 0.3498 0.356 0.1409 0.0123 1381.3
"Sta. Maria Müstair, Rom-Ufer" 2000 "2000_4" 23 0.3765 0.3395 0.1358 0.0185 1381.3
"Sta. Maria Müstair, Val Muraunza, Muraunzabrücke" 1988 "1988_6" 23 0.3796 0.2284 0 0 1891.1
"Sta. Maria Müstair, Val Muraunza, Muraunzabrücke" 1990 "1990_4" 23 0.3858 0.2243 0 0 1891.1
"Sta. Maria Müstair, Val Muraunza, Muraunzabrücke" 1991 "1991_3" 23 0.3889 0.2222 0 0 1891.1
"Sta. Maria Müstair, Val Muraunza, Muraunzabrücke" 1999 "1999_5" 23 0.4239 0.2058 0 0 1891.1
"Sta. Maria Müstair, Val Muraunza, Muraunzabrücke" 2000 "2000_4" 23 0.4321 0.2037 0 0 1891.1
"Stabio, Laveggio-Ufer" 1988 "1988_2" NA 0.072 0.1183 0.3961 0.2212 335.3
"Stabio, Laveggio-Ufer" 1989 "1989_2" NA 0.0741 0.1173 0.3889 0.2284 335.3
"Stabio, Laveggio-Ufer" 1992 "1992_4" NA 0.0802 0.1142 0.3673 0.25 335.3
"Stabio, Laveggio-Ufer" 1999 "1999_6" NA 0.0864 0.1146 0.3386 0.2751 335.3
"Stabio, Laveggio-Ufer" 2000 "2000_1" NA 0.0864 0.1155 0.3369 0.276 335.3
"Stabio, Laveggio-Ufer" 2001 "2001_1" NA 0.0864 0.1164 0.3351 0.2769 335.3
"Stabio, Laveggio-Ufer" 2002 "2002_4" NA 0.0864 0.1173 0.3333 0.2778 335.3
"Stabio, Laveggio-Ufer" 2003 "2003_5" NA 0.0864 0.1182 0.3316 0.2787 335.3
"Stabio, Montalbano, Monticello" 1991 "1991_2" NA 0.1421 0.0984 0.5519 0.071 411.3
"Stabio, Montalbano, Monticello" 1992 "1992_4" NA 0.1434 0.0984 0.5451 0.0779 411.3
"Stabio, Montalbano, Monticello" 1993 "1993_2" NA 0.1448 0.0984 0.5383 0.0847 411.3
"Stabio, Montalbano, Monticello" 1994 "1994_2" NA 0.1462 0.0984 0.5314 0.0915 411.3
"Stabio, Montalbano, Monticello" 1995 "1995_3" NA 0.1475 0.0984 0.5246 0.0984 411.3
"Stans, Bürgenberg, Charenzug, Wald" 2009 "2009_4" 35 0.5185 0.2442 0.0123 0.037 468.3
"Stans, Bürgenberg, Charenzug, Wald" 2010 "2010_4" 35 0.5185 0.2428 0.0123 0.037 468.3
"Stans, Grossried, Gnappiried" 2008 "2008_7" 35 0.4568 0.2565 0.0123 0.0247 449
"Stans, Grossried, Gnappiried" 2009 "2009_4" 35 0.4568 0.2538 0.0123 0.0247 449
"Stans, Grossried, Gnappiried" 2010 "2010_4" 35 0.4568 0.251 0.0123 0.0247 449
"Ticino-Mündung, Bolette-Nord" 1981 "1981_5" 14 0.1358 0.0617 0.321 0 194.3
"Ticino-Mündung, Bolette-Nord" 1982 "1982_5" 14 0.1358 0.0617 0.321 0 194.3
"Ticino-Mündung, Bolette-Nord" 1983 "1983_4" 14 0.1358 0.0617 0.321 0 194.3
"Ticino-Mündung, Bolette-Nord" 1984 "1984_3" 14 0.1368 0.0648 0.32 0 194.3
"Ticino-Mündung, Bolette-Nord" 1993 "1993_1" 14 0.1461 0.0926 0.3107 0 194.3
"Ticino-Mündung, Bolette-Süd (Magadino)" 1981 "1981_5" 14 0.1975 0.1975 0.1358 0.0123 194.9
"Ticino-Mündung, Bolette-Süd (Magadino)" 1983 "1983_4" 14 0.1975 0.1975 0.1358 0.0123 194.9
"Ticino-Mündung, Bolette-Süd (Magadino)" 1984 "1984_3" 14 0.2006 0.1903 0.1379 0.0123 194.9
"Ticino-Mündung, Bolette-Süd (Magadino)" 1993 "1993_1" 14 0.2284 0.1255 0.1564 0.0123 194.9
"Ticino-Mündung, Bolette-Süd (Magadino)" 1994 "1994_1" 14 0.2315 0.1183 0.1584 0.0123 194.9
"Ticino-Mündung, Bolette-Süd (Magadino)" 1995 "1995_2" 14 0.2346 0.1111 0.1605 0.0123 194.9
"Tschierv Süd, Sura" 1989 "1989_4" 23 0.5885 0.3539 0 0.0247 1707.6
"Tschierv Süd, Sura" 2004 "2004_4" 23 0.6049 0.3457 0 0.0247 1707.6
"Tschierv West, Ofenpass-Strasse" 1988 "1988_6" 23 0.4198 0.1852 0 0.037 1784.7
"Tschierv West, Ofenpass-Strasse" 1989 "1989_4" 23 0.4239 0.1852 0 0.037 1784.7
"Tschierv West, Ofenpass-Strasse" 1999 "1999_5" 23 0.463 0.1852 0 0.0391 1784.7
"Tschierv West, Ofenpass-Strasse" 2000 "2000_4" 23 0.466 0.1852 0 0.0401 1784.7
"Tschierv West, Ofenpass-Strasse" 2004 "2004_4" 23 0.4784 0.1852 0 0.0442 1784.7
"Ufhusen, Gustihubel" 1994 "1994_4" NA 0.0988 0.5802 0.2593 0.037 702.7
"Ufhusen, Gustihubel" 1995 "1995_4" NA 0.0988 0.5823 0.2562 0.0391 702.7
"Ufhusen, Gustihubel" 1996 "1996_2" NA 0.0988 0.5844 0.2531 0.0412 702.7
"Unterschächen, Ringli, Wald" 2016 "2016_3" 19 0.4074 0.4815 0 0.0741 1211.2
"Unterschächen, Ringli, Wald" 2017 "2017_3" 19 0.4074 0.4815 0 0.0741 1211.2
"Unterschächen, Ringli, Wald" 2018 "2018_3" 19 0.4074 0.4815 0 0.0741 1211.2
"Unterschächen, Ringli, Wiese" 2016 "2016_3" 19 0.4074 0.4815 0 0.0741 1211.2
"Unterschächen, Ringli, Wiese" 2017 "2017_3" 19 0.4074 0.4815 0 0.0741 1211.2
"Unterschächen, Ringli, Wiese" 2018 "2018_3" 19 0.4074 0.4815 0 0.0741 1211.2
"Urserental, Furkastrasse, Restaurant Galenstock" 1981 "1981_1" NA 0 0.9506 0 0.0247 2002.8
"Urserental, Furkastrasse, Restaurant Galenstock" 1982 "1982_1" NA 0 0.9506 0 0.0247 2002.8
"Urserental, Furkastrasse, Restaurant Galenstock" 1983 "1983_1" NA 0 0.9506 0 0.0247 2002.8
"Urserental, Furkastrasse, Restaurant Galenstock" 1984 "1984_1" NA 0 0.9506 0 0.0247 2002.8
"Val d'Isone, Medeglia" 2000 "2000_1" NA 0.7822 0.0459 0.0282 0.0617 694.3
"Val d'Isone, Medeglia" 2001 "2001_1" NA 0.7831 0.0476 0.0265 0.0617 694.3
"Valle Onsernone, Fermata Cratolo [Ponte di Cratolo]" 1984 "1984_3" NA 0.7747 0.0237 0 0.001 569
"Valle Onsernone, Fermata Cratolo [Ponte di Cratolo]" 1986 "1986_3" NA 0.7932 0.0216 0 0.0031 569
"Valle Onsernone, Fermata Cratolo [Ponte di Cratolo]" 1987 "1987_4" NA 0.8025 0.0206 0 0.0041 569
"Valle Onsernone, Fermata Cratolo [Ponte di Cratolo]" 2006 "2006_7" NA 0.9012 0.0123 0 0.0123 569
"Valle Onsernone, Fermata Cratolo [Ponte di Cratolo]" 2007 "2007_7" NA 0.8999 0.0137 0 0.0123 569
"Visperterminen W., Fettwiesen" 1994 "1994_5" 36 0.0267 0.8385 0 0.0617 1465.1
"Visperterminen W., Fettwiesen" 1995 "1995_5" 36 0.0288 0.8374 0 0.0617 1465.1
"Visperterminen W., Fettwiesen" 1996 "1996_3" 36 0.0309 0.8364 0 0.0617 1465.1
"Visperterminen W., Fettwiesen" 1997 "1997_3" 36 0.0329 0.8354 0 0.0617 1465.1
"Visperterminen, Ackergebiet" 1994 "1994_5" 36 0.0514 0.7767 0.0123 0.0741 1433.7
"Visperterminen, Ackergebiet" 1995 "1995_5" 36 0.0535 0.7757 0.0123 0.0741 1433.7
"Visperterminen, Ackergebiet" 1996 "1996_3" 36 0.0556 0.7747 0.0123 0.0741 1433.7
"Visperterminen, Ackergebiet" 1997 "1997_3" 36 0.0576 0.7737 0.0123 0.0741 1433.7
"Visperterminen, Beichji, Kapelle" 1994 "1994_5" 36 0.5062 0.1975 0.2222 0.037 856.4
"Visperterminen, Beichji, Kapelle" 1995 "1995_5" 36 0.5062 0.1975 0.2222 0.037 856.4
"Visperterminen, Beichji, Kapelle" 1996 "1996_3" 36 0.5062 0.1975 0.2222 0.037 856.4
"Visperterminen, Beichji, Kapelle" 1997 "1997_3" 36 0.5062 0.1975 0.2222 0.037 856.4
"Visperterminen, Beichji, Ribe (Rebberg)" 1994 "1994_5" 36 0.6296 0.0864 0.2335 0.0123 904.6
"Visperterminen, Beichji, Ribe (Rebberg)" 1995 "1995_5" 36 0.6296 0.0864 0.2325 0.0123 904.6
"Visperterminen, Beichji, Ribe (Rebberg)" 1996 "1996_3" 36 0.6296 0.0864 0.2315 0.0123 904.6
"Visperterminen, Beichji, Ribe (Rebberg)" 1997 "1997_3" 36 0.6296 0.0864 0.2305 0.0123 904.6
"Visperterminen, Beichji, Trockenhang" 1994 "1994_5" 36 0.5556 0.1358 0.2459 0.0247 862.8
"Visperterminen, Beichji, Trockenhang" 1995 "1995_5" 36 0.5556 0.1358 0.2449 0.0247 862.8
"Visperterminen, Beichji, Trockenhang" 1996 "1996_3" 36 0.5556 0.1358 0.2438 0.0247 862.8
"Visperterminen, Beichji, Trockenhang" 1997 "1997_3" 36 0.5556 0.1358 0.2428 0.0247 862.8
"Visperterminen, Beichji, Trockenhang" 1999 "1999_8" 36 0.5556 0.1358 0.2407 0.0247 862.8
"Visperterminen, Brachland/Magerwiese" 1993 "1993_4" 36 0.0247 0.7654 0.0123 0.0864 1320.3
"Visperterminen, Brachland/Magerwiese" 1994 "1994_5" 36 0.0267 0.7634 0.0123 0.0864 1320.3
"Visperterminen, Brachland/Magerwiese" 1995 "1995_5" 36 0.0288 0.7613 0.0123 0.0864 1320.3
"Visperterminen, Brachland/Magerwiese" 1996 "1996_3" 36 0.0309 0.7593 0.0123 0.0864 1320.3
"Visperterminen, Brachland/Magerwiese" 1997 "1997_3" 36 0.0329 0.7572 0.0123 0.0864 1320.3
"Wädenswil, Sandhof" 1977 "1977_3" NA 0.0123 0.2099 0.2716 0.2716 505.4
"Wädenswil, Sandhof" 1978 "1978_4" NA 0.0123 0.2099 0.2716 0.2716 505.4
"Wädenswil, Sandhof" 1979 "1979_9" NA 0.0123 0.2099 0.2716 0.2716 505.4
"Wädenswil, Sandhof" 1980 "1980_9" NA 0.0123 0.2099 0.2716 0.2716 505.4
"Wädenswil, Sandhof" 1981 "1981_8" NA 0.0123 0.2099 0.2716 0.2716 505.4
"Wädenswil, Sandhof" 1982 "1982_8" NA 0.0123 0.2099 0.2716 0.2716 505.4
"Wädenswil, Sandhof" 1983 "1983_7" NA 0.0123 0.2099 0.2716 0.2716 505.4
"Wädenswil, Sandhof" 1984 "1984_7" NA 0.0123 0.2099 0.2716 0.2716 505.4
"Wauwil, Wauwilermoos, Ron-Ufer" 1995 "1995_4" 37 0.0247 0.0134 0.6163 0.0988 497.2
"Wauwil, Wauwilermoos, Ron-Ufer" 1996 "1996_2" 37 0.0247 0.0144 0.6152 0.0988 497.2
"Wauwil, Wauwilermoos, Ron-Ufer" 1997 "1997_4" 37 0.0247 0.0154 0.6142 0.0988 497.2
"Wauwil, Wauwilermoos, Schilfgebiet" 1995 "1995_4" 37 0.0247 0.0134 0.6163 0.0988 497.5
"Wauwil, Wauwilermoos, Schilfgebiet" 1996 "1996_2" 37 0.0247 0.0144 0.6152 0.0988 497.5
"Wauwil, Wauwilermoos, Schilfgebiet" 1997 "1997_4" 37 0.0247 0.0154 0.6142 0.0988 497.5
"Wauwil, Wauwilermoos, Wiese" 1995 "1995_4" 37 0.0247 0.0134 0.6163 0.0864 496.8
"Wauwil, Wauwilermoos, Wiese" 1996 "1996_2" 37 0.0247 0.0144 0.6152 0.0864 496.8
"Wauwil, Wauwilermoos, Wiese" 1997 "1997_4" 37 0.0247 0.0154 0.6142 0.0864 496.8
"Gotthard-Hospiz" 1983 "1983_1" NA 0 0.5204 0 0.0845 2087.4
"Braunwald, Gumenbahn Talstation" 2008 "2008_2" NA 0.0988 0.8477 0 0.0384 1305.4
"Braunwald, Gumenbahn Talstation" 2009 "2009_2" NA 0.0988 0.8436 0 0.0398 1305.4
"Braunwald, Gumenbahn Talstation" 2010 "2010_2" NA 0.0988 0.8395 0 0.0412 1305.4
